Year,League,Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB
1900,NL,New York Giants,23,29.1,5.06,141,5229,4724,713,1317,177,61,23,564,236.0,,369,345.0,0.279,0.338,.357,0.695,96,1685,,56.0,80.0,,,
1900,NL,Philadelphia Phillies,24,27.1,5.74,141,5594,4969,810,1439,187,82,29,694,205.0,,440,377.0,0.29,0.356,.378,0.734,103,1877,,72.0,113.0,,,
1900,NL,Pittsburgh Pirates,26,27.7,5.24,140,5317,4817,733,1312,185,100,26,602,174.0,,327,319.0,0.272,0.327,.368,0.695,91,1775,,63.0,110.0,,,
1900,NL,St. Louis Cardinals,26,28.6,5.28,141,5444,4877,744,1420,141,81,36,602,243.0,,406,318.0,0.291,0.356,.375,0.731,103,1831,,81.0,80.0,,,
1905,NL,Brooklyn Superbas,23,26.0,3.26,155,5616,5100,506,1255,154,60,29,430,186.0,,327,606.0,0.246,0.297,.317,0.614,89,1616,,41.0,136.0,,,977.0
1905,NL,Boston Nationals,23,28.5,3.0,156,5673,5190,468,1217,148,52,17,387,132.0,,302,561.0,0.234,0.284,.293,0.576,74,1520,,54.0,86.0,,,971.0
1905,NL,Chicago Cubs,20,27.5,4.3,155,5836,5108,667,1249,157,82,12,522,267.0,,448,511.0,0.245,0.313,.314,0.627,84,1606,,61.0,193.0,,,1008.0
1905,NL,Cincinnati Reds,26,28.8,4.75,155,5892,5205,736,1401,160,101,27,611,181.0,,434,498.0,0.269,0.332,.354,0.686,95,1844,,52.0,174.0,,,1066.0
1905,NL,New York Giants,21,29.7,5.02,155,5865,5094,778,1392,191,88,39,642,291.0,,517,497.0,0.273,0.351,.368,0.719,111,1876,,90.0,138.0,,,1032.0
1905,NL,Philadelphia Phillies,24,29.1,4.57,155,5876,5243,708,1362,187,82,16,567,180.0,,406,614.0,0.26,0.318,.336,0.654,99,1761,,44.0,174.0,,,1016.0
1905,NL,Pittsburgh Pirates,28,28.7,4.46,155,5826,5213,692,1385,190,91,22,564,202.0,,382,512.0,0.266,0.32,.350,0.67,98,1823,,36.0,159.0,,,1051.0
1905,NL,St. Louis Cardinals,30,29.1,3.47,154,5629,5066,534,1254,140,85,20,446,162.0,,391,631.0,0.248,0.307,.321,0.627,90,1624,,43.0,109.0,,,987.0
1905,AL,Boston Americans,27,31.6,3.78,153,5726,5049,578,1179,165,69,29,488,131.0,,486,553.0,0.234,0.305,.311,0.616,95,1569,,37.0,139.0,,,1060.0
1905,AL,Chicago White Sox,19,29.5,3.89,158,5887,5114,614,1213,200,55,11,487,194.0,,439,613.0,0.237,0.305,.304,0.609,96,1556,,58.0,241.0,,,1010.0
1905,AL,Cleveland Napoleons,27,27.1,3.63,155,5703,5166,563,1318,211,72,18,482,188.0,,286,714.0,0.255,0.301,.334,0.636,99,1727,,55.0,148.0,,,1024.0
1905,AL,Detroit Tigers,30,27.8,3.32,154,5614,4972,511,1209,190,54,13,421,129.0,,375,581.0,0.243,0.301,.311,0.612,94,1546,,40.0,180.0,,,1023.0
1905,AL,New York Highlanders,35,29.2,3.87,152,5579,4957,588,1228,163,61,23,480,200.0,,360,534.0,0.248,0.307,.319,0.627,91,1582,,67.0,151.0,,,954.0
1905,AL,Philadelphia Athletics,19,29.7,4.1,152,5743,5146,623,1310,256,51,24,511,190.0,,376,641.0,0.255,0.31,.338,0.648,103,1740,,34.0,165.0,,,1011.0
1905,AL,St. Louis Browns,25,29.1,3.26,156,5782,5204,509,1205,153,49,16,415,144.0,,362,639.0,0.232,0.288,.289,0.577,88,1504,,52.0,150.0,,,1084.0
1905,AL,Washington Nationals,27,27.3,3.64,154,5574,5015,560,1121,193,68,22,483,169.0,,298,818.0,0.224,0.274,.302,0.577,86,1516,,54.0,161.0,,,883.0
1910,NL,Brooklyn Superbas,31,25.9,3.19,156,5792,5125,497,1174,166,73,25,408,151.0,,434,706.0,0.229,0.294,.305,0.599,77,1561,,40.0,183.0,,,993.0
1910,NL,Boston Doves,35,26.5,3.15,157,5721,5123,495,1260,173,49,31,421,152.0,,359,540.0,0.246,0.301,.317,0.618,79,1624,,47.0,181.0,,,956.0
1910,NL,Chicago Cubs,27,29.2,4.62,154,5801,4977,711,1333,219,84,34,586,173.0,,542,501.0,0.268,0.344,.366,0.71,108,1822,,39.0,234.0,,,1021.0
1910,NL,Cincinnati Reds,41,26.2,3.97,156,5866,5121,620,1326,150,79,23,526,310.0,,529,515.0,0.259,0.332,.333,0.664,97,1703,,29.0,182.0,,,1063.0
1910,NL,New York Giants,28,25.7,4.61,155,5892,5061,715,1391,204,83,31,623,282.0,,562,489.0,0.275,0.354,.366,0.72,109,1854,,57.0,193.0,,,983.0
1910,NL,Philadelphia Phillies,33,28.9,4.29,157,5937,5171,674,1319,223,71,22,565,199.0,,506,559.0,0.255,0.327,.338,0.665,92,1750,,43.0,205.0,,,1026.0
1910,NL,Pittsburgh Pirates,33,28.3,4.25,154,5801,5125,655,1364,214,83,33,543,148.0,,437,524.0,0.266,0.328,.360,0.688,95,1843,,34.0,198.0,,,992.0
1910,NL,St. Louis Cardinals,36,26.4,4.16,153,5805,4912,637,1217,167,70,15,527,179.0,,655,581.0,0.248,0.345,.319,0.665,97,1569,,78.0,153.0,,,1083.0
1910,AL,Boston Red Sox,35,25.5,4.04,158,5967,5204,638,1350,175,87,43,527,194.0,,430,719.0,0.259,0.323,.351,0.674,108,1828,,56.0,227.0,,,1012.0
1910,AL,Chicago White Sox,34,27.1,2.92,156,5705,5024,456,1058,115,58,7,351,183.0,,403,648.0,0.211,0.275,.261,0.536,72,1310,,44.0,189.0,,,923.0
1910,AL,Cleveland Naps,44,28.2,3.4,161,6028,5396,548,1316,188,64,9,460,189.0,,366,645.0,0.244,0.296,.307,0.604,87,1659,,37.0,189.0,,,1008.0
1910,AL,Detroit Tigers,30,27.8,4.38,155,5789,5041,679,1317,190,72,28,548,249.0,,459,572.0,0.261,0.329,.344,0.673,105,1735,,51.0,197.0,,,948.0
1910,AL,New York Highlanders,31,27.4,4.03,156,5802,5051,629,1254,164,75,20,492,288.0,,464,634.0,0.248,0.32,.322,0.643,96,1628,,71.0,176.0,,,957.0
1910,AL,Philadelphia Athletics,27,27.6,4.33,155,5849,5154,671,1373,191,105,19,541,207.0,,409,573.0,0.266,0.326,.355,0.681,113,1831,,47.0,199.0,,,942.0
1910,AL,St. Louis Browns,42,28.2,2.87,158,5702,5077,454,1105,131,60,12,347,169.0,,415,841.0,0.218,0.281,.274,0.556,79,1392,,36.0,143.0,,,961.0
1910,AL,Washington Nationals,30,27.9,3.17,157,5747,4989,498,1175,145,47,9,393,192.0,,449,630.0,0.236,0.309,.289,0.598,91,1441,,82.0,171.0,,,1035.0
1915,NL,Brooklyn Dodgers,33,26.5,3.48,154,5638,5120,536,1268,165,75,14,449,131.0,126.0,313,496.0,0.248,0.295,.317,0.612,83,1625,,27.0,175.0,,,957.0
1915,NL,Boston Braves,34,27.4,3.71,157,5876,5070,582,1219,231,57,17,496,121.0,98.0,549,620.0,0.24,0.321,.319,0.64,96,1615,,56.0,194.0,,,1098.0
1915,NL,Chicago Cubs,33,28.3,3.65,156,5736,5114,570,1246,212,66,53,485,166.0,124.0,393,639.0,0.244,0.303,.342,0.645,95,1749,,41.0,182.0,,,952.0
1915,NL,Cincinnati Reds,29,27.0,3.23,160,5838,5231,516,1323,194,84,15,425,156.0,142.0,360,512.0,0.253,0.308,.331,0.638,91,1730,,53.0,192.0,,,993.0
1915,NL,New York Giants,36,27.9,3.75,155,5714,5218,582,1312,195,68,24,501,155.0,137.0,315,547.0,0.251,0.3,.329,0.629,94,1715,,48.0,122.0,,,946.0
1915,NL,Philadelphia Phillies,23,28.1,3.85,153,5599,4916,589,1216,202,39,58,486,121.0,113.0,460,600.0,0.247,0.316,.340,0.656,97,1670,,34.0,181.0,,,942.0
1915,NL,Pittsburgh Pirates,34,28.0,3.57,156,5753,5113,557,1259,197,91,24,464,182.0,111.0,419,656.0,0.246,0.309,.334,0.644,97,1710,,49.0,162.0,,,1041.0
1915,NL,St. Louis Cardinals,28,27.5,3.76,157,5787,5106,590,1297,159,92,20,483,162.0,144.0,457,658.0,0.254,0.32,.333,0.653,97,1700,,42.0,175.0,,,1006.0
1915,AL,Boston Red Sox,30,26.7,4.31,155,5875,5024,668,1308,202,76,14,574,118.0,117.0,527,476.0,0.26,0.336,.339,0.676,105,1704,,49.0,265.0,,,1079.0
1915,AL,Chicago White Sox,32,25.2,4.63,155,5847,4914,717,1269,163,102,25,598,233.0,183.0,583,575.0,0.258,0.345,.348,0.694,105,1711,,71.0,270.0,,,985.0
1915,AL,Cleveland Indians,40,24.6,3.5,154,5748,5034,539,1210,169,79,20,456,138.0,117.0,490,681.0,0.24,0.312,.317,0.63,88,1597,,37.0,176.0,,,1032.0
1915,AL,Detroit Tigers,27,27.1,4.99,156,6056,5128,778,1372,207,94,23,647,241.0,146.0,681,527.0,0.268,0.357,.358,0.715,110,1836,,35.0,202.0,,,1106.0
1915,AL,New York Yankees,40,26.5,3.79,154,5770,4982,583,1162,167,50,31,459,198.0,133.0,570,669.0,0.233,0.317,.305,0.623,86,1522,,44.0,168.0,,,1044.0
1915,AL,Philadelphia Athletics,56,26.2,3.54,154,5719,5081,545,1204,183,72,16,440,127.0,89.0,436,634.0,0.237,0.304,.311,0.615,87,1579,,54.0,137.0,,,1022.0
1915,AL,St. Louis Browns,46,27.2,3.28,159,5818,5112,521,1255,166,65,19,439,202.0,160.0,472,765.0,0.246,0.315,.315,0.629,92,1608,,43.0,173.0,,,1022.0
1915,AL,Washington Nationals,34,26.8,3.68,155,5723,5029,570,1225,152,79,12,465,186.0,106.0,458,541.0,0.244,0.312,.312,0.625,85,1571,,45.0,187.0,,,993.0
1920,NL,Brooklyn Robins,29,30.1,4.26,155,5971,5399,660,1493,205,99,28,566,70.0,80.0,359,391.0,0.277,0.324,.367,0.691,96,1980,,19.0,189.0,,,1073.0
1920,NL,Boston Braves,30,27.8,3.42,153,5810,5218,523,1358,168,86,23,456,88.0,98.0,385,488.0,0.26,0.315,.339,0.654,93,1767,,33.0,166.0,,,1068.0
1920,NL,Chicago Cubs,31,29.3,4.02,154,5813,5117,619,1350,223,67,34,535,115.0,129.0,428,421.0,0.264,0.326,.354,0.68,94,1809,,46.0,220.0,,,1014.0
1920,NL,Cincinnati Reds,26,29.0,4.15,154,5800,5176,639,1432,169,76,18,546,158.0,128.0,382,367.0,0.277,0.332,.349,0.681,97,1807,,47.0,194.0,,,1002.0
1920,NL,New York Giants,38,26.9,4.4,155,5892,5309,682,1427,210,76,46,590,131.0,113.0,432,545.0,0.269,0.327,.363,0.69,98,1927,,26.0,124.0,,,1015.0
1920,NL,Philadelphia Phillies,28,28.9,3.69,153,5743,5264,565,1385,229,54,64,483,100.0,83.0,283,531.0,0.263,0.305,.364,0.669,89,1914,,36.0,159.0,,,1008.0
1920,NL,Pittsburgh Pirates,32,27.6,3.42,155,5800,5219,530,1342,162,90,16,449,181.0,117.0,374,405.0,0.257,0.31,.332,0.642,82,1732,,29.0,174.0,,,1029.0
1920,NL,St. Louis Cardinals,34,26.1,4.35,155,6092,5495,675,1589,238,96,32,600,126.0,114.0,373,484.0,0.289,0.337,.385,0.722,109,2115,,26.0,192.0,,,1124.0
1920,AL,Boston Red Sox,32,28.1,4.22,154,5997,5189,650,1397,216,71,22,569,98.0,110.0,527,428.0,0.269,0.342,.351,0.693,87,1821,,45.0,219.0,,,1141.0
1920,AL,Chicago White Sox,26,29.4,5.16,154,6040,5330,794,1574,263,98,37,694,109.0,94.0,474,350.0,0.295,0.357,.402,0.759,101,2144,,38.0,188.0,,,1130.0
1920,AL,Cleveland Indians,29,29.3,5.56,154,6085,5203,856,1575,301,95,35,757,73.0,93.0,574,376.0,0.303,0.376,.417,0.793,107,2171,,36.0,254.0,,,1162.0
1920,AL,Detroit Tigers,38,28.9,4.21,155,5952,5212,652,1406,228,72,30,561,76.0,68.0,485,389.0,0.27,0.334,.358,0.693,86,1868,,20.0,216.0,,,1109.0
1920,AL,New York Yankees,26,27.8,5.44,154,5923,5174,837,1447,268,71,115,751,64.0,81.0,532,621.0,0.28,0.349,.426,0.775,101,2202,,23.0,172.0,,,1026.0
1920,AL,Philadelphia Athletics,38,24.7,3.58,156,5851,5263,558,1325,219,49,44,465,50.0,67.0,352,575.0,0.252,0.304,.337,0.641,70,1774,,45.0,169.0,,,1070.0
1920,AL,St. Louis Browns,37,28.5,5.18,154,6040,5359,797,1650,278,84,50,707,121.0,78.0,425,338.0,0.308,0.363,.419,0.782,104,2246,,38.0,207.0,,,1137.0
1920,AL,Washington Nationals,40,27.2,4.73,153,5960,5252,724,1525,232,81,36,616,160.0,110.0,435,538.0,0.29,0.351,.386,0.737,98,2027,,54.0,199.0,,,1115.0
1925,NL,Brooklyn Robins,35,31.0,5.14,153,6046,5468,786,1617,250,80,64,722,37.0,30.0,437,383.0,0.296,0.351,.406,0.757,95,2219,,26.0,114.0,,22.0,1186.0
1925,NL,Boston Braves,38,27.9,4.63,153,5945,5365,708,1567,260,70,41,643,77.0,72.0,405,380.0,0.292,0.345,.390,0.735,95,2090,,30.0,145.0,,8.0,1127.0
1925,NL,Chicago Cubs,40,27.5,4.69,154,5934,5353,723,1473,254,70,86,660,94.0,70.0,397,470.0,0.275,0.329,.397,0.726,83,2125,,33.0,150.0,,8.0,1070.0
1925,NL,Cincinnati Reds,34,29.6,4.51,153,5838,5233,690,1490,221,90,44,624,108.0,107.0,409,327.0,0.285,0.339,.387,0.726,86,2023,,23.0,173.0,,14.0,1033.0
1925,NL,New York Giants,33,27.9,4.84,152,5859,5327,736,1507,239,61,114,682,79.0,65.0,411,494.0,0.283,0.337,.415,0.752,94,2210,,25.0,95.0,,30.0,1069.0
1925,NL,Philadelphia Phillies,35,29.6,5.31,153,6038,5412,812,1598,288,58,100,731,48.0,59.0,456,542.0,0.295,0.354,.425,0.779,92,2302,,34.0,133.0,,15.0,1155.0
1925,NL,Pittsburgh Pirates,28,27.9,5.96,153,6038,5372,912,1651,316,105,78,820,159.0,63.0,499,363.0,0.307,0.369,.449,0.818,103,2411,,30.0,135.0,,27.0,1112.0
1925,NL,St. Louis Cardinals,34,27.0,5.41,153,5940,5329,828,1592,292,80,109,752,70.0,51.0,446,414.0,0.299,0.356,.445,0.801,102,2371,,27.0,134.0,,18.0,1110.0
1925,AL,Boston Red Sox,41,27.8,4.21,152,5854,5168,640,1376,257,64,41,591,42.0,56.0,509,421.0,0.266,0.335,.365,0.7,78,1884,,29.0,134.0,,15.0,1140.0
1925,AL,Chicago White Sox,34,29.7,5.27,154,6172,5225,811,1482,299,59,38,738,131.0,87.0,663,405.0,0.284,0.369,.385,0.755,96,2013,,48.0,231.0,,14.0,1217.0
1925,AL,Cleveland Indians,36,28.1,5.05,155,6180,5440,783,1613,284,58,52,697,90.0,77.0,521,379.0,0.297,0.361,.399,0.76,92,2169,,28.0,180.0,,20.0,1224.0
1925,AL,Detroit Tigers,31,29.0,5.79,156,6274,5371,903,1623,277,84,50,798,97.0,63.0,639,384.0,0.302,0.38,.413,0.793,103,2218,,32.0,220.0,,22.0,1233.0
1925,AL,New York Yankees,36,28.2,4.53,156,6024,5350,706,1470,247,74,110,654,69.0,73.0,466,480.0,0.275,0.336,.410,0.746,90,2195,,24.0,173.0,,14.0,1128.0
1925,AL,Philadelphia Athletics,33,27.0,5.43,153,6071,5393,831,1659,298,79,76,767,67.0,60.0,448,430.0,0.308,0.364,.434,0.799,96,2343,,31.0,187.0,,17.0,1132.0
1925,AL,St. Louis Browns,29,29.4,5.83,154,6112,5435,898,1620,304,68,110,798,85.0,78.0,497,373.0,0.298,0.36,.440,0.8,98,2390,,31.0,143.0,,18.0,1096.0
1925,AL,Washington Nationals,39,29.8,5.45,152,5994,5191,828,1576,251,71,56,747,135.0,92.0,541,420.0,0.304,0.374,.412,0.786,101,2137,,44.0,208.0,,11.0,1153.0
1930,NL,Brooklyn Robins,30,28.9,5.66,154,6089,5433,871,1654,303,73,122,836,53.0,47.0,481,541.0,0.304,0.364,.454,0.818,96,2469,,27.0,147.0,,20.0,1135.0
1930,NL,Boston Braves,32,29.6,4.5,154,5879,5356,693,1503,246,78,66,631,69.0,61.0,332,397.0,0.281,0.326,.393,0.719,75,2103,,28.0,154.0,,10.0,1065.0
1930,NL,Chicago Cubs,29,29.4,6.4,156,6356,5581,998,1722,305,72,171,940,70.0,43.0,588,635.0,0.309,0.378,.481,0.859,105,2684,,37.0,148.0,,23.0,1180.0
1930,NL,Cincinnati Reds,33,29.6,4.32,154,5884,5245,665,1475,265,67,74,625,48.0,34.0,445,489.0,0.281,0.339,.400,0.739,82,2096,,16.0,174.0,,14.0,1148.0
1930,NL,New York Giants,33,27.2,6.23,154,6165,5553,959,1769,264,83,143,880,59.0,44.0,422,382.0,0.319,0.369,.473,0.842,103,2628,,21.0,165.0,,17.0,1139.0
1930,NL,Philadelphia Phillies,30,27.1,6.05,156,6295,5667,944,1783,345,44,126,884,34.0,45.0,450,459.0,0.315,0.367,.458,0.825,93,2594,,23.0,148.0,,17.0,1149.0
1930,NL,Pittsburgh Pirates,34,26.6,5.79,154,6067,5346,891,1622,285,119,86,844,76.0,60.0,494,449.0,0.303,0.365,.449,0.814,95,2403,,22.0,196.0,,26.0,1097.0
1930,NL,St. Louis Cardinals,33,29.6,6.52,154,6209,5512,1004,1732,373,89,104,942,72.0,48.0,479,496.0,0.314,0.372,.471,0.843,98,2595,,28.0,185.0,,18.0,1124.0
1930,AL,Boston Red Sox,34,28.6,3.97,154,5813,5286,612,1391,257,67,47,533,42.0,35.0,356,556.0,0.263,0.312,.364,0.676,74,1923,,19.0,144.0,,16.0,1048.0
1930,AL,Chicago White Sox,40,27.4,4.73,154,6006,5416,729,1497,256,91,63,679,74.0,39.0,391,478.0,0.276,0.329,.392,0.721,85,2124,,32.0,154.0,,23.0,1136.0
1930,AL,Cleveland Indians,34,27.3,5.78,154,6123,5439,890,1654,356,60,72,830,51.0,47.0,481,460.0,0.304,0.363,.431,0.795,98,2346,,26.0,175.0,,13.0,1156.0
1930,AL,Detroit Tigers,36,26.7,5.08,154,5932,5298,783,1504,298,90,82,728,97.0,70.0,459,507.0,0.284,0.344,.421,0.764,91,2228,,25.0,145.0,,14.0,1095.0
1930,AL,New York Yankees,36,27.0,6.9,154,6275,5447,1062,1683,298,110,152,985,91.0,60.0,644,569.0,0.309,0.384,.488,0.872,123,2657,,19.0,162.0,,20.0,1156.0
1930,AL,Philadelphia Athletics,30,28.7,6.18,154,6165,5346,951,1573,320,74,125,895,50.0,33.0,600,531.0,0.294,0.369,.452,0.821,103,2416,,32.0,184.0,,22.0,1167.0
1930,AL,St. Louis Browns,31,28.9,4.88,154,5949,5277,751,1415,288,67,75,691,93.0,70.0,499,547.0,0.268,0.333,.391,0.724,81,2062,,15.0,155.0,,10.0,1043.0
1930,AL,Washington Nationals,36,29.1,5.79,154,6120,5369,892,1620,297,98,57,819,101.0,68.0,533,438.0,0.302,0.369,.425,0.794,100,2284,,38.0,173.0,,12.0,1176.0
1935,NL,Brooklyn Dodgers,38,27.8,4.62,154,5938,5410,711,1496,235,62,59,666,60.0,48.0,430,520.0,0.277,0.333,.376,0.708,92,2032,120.0,27.0,70.0,,44.0,1131.0
1935,NL,Boston Braves,31,29.3,3.76,153,5765,5309,575,1396,233,33,75,544,20.0,25.0,353,436.0,0.263,0.311,.362,0.673,87,1920,139.0,19.0,80.0,,19.0,1081.0
1935,NL,Chicago Cubs,27,26.0,5.5,154,6135,5486,847,1581,303,62,88,782,66.0,45.0,464,471.0,0.288,0.347,.414,0.761,103,2272,115.0,33.0,150.0,,34.0,1170.0
1935,NL,Cincinnati Reds,33,27.4,4.19,154,5799,5296,646,1403,244,68,73,605,72.0,78.0,392,547.0,0.265,0.319,.378,0.697,90,2002,93.0,30.0,80.0,,43.0,1060.0
1935,NL,New York Giants,28,28.2,4.94,156,6163,5623,770,1608,248,56,123,703,32.0,36.0,392,479.0,0.286,0.336,.416,0.752,102,2337,117.0,32.0,116.0,,38.0,1220.0
1935,NL,Philadelphia Phillies,32,29.6,4.39,156,5946,5442,685,1466,249,32,92,624,52.0,54.0,392,661.0,0.269,0.322,.378,0.699,80,2055,91.0,26.0,84.0,,20.0,1112.0
1935,NL,Pittsburgh Pirates,29,28.1,4.86,153,5977,5415,743,1543,255,90,66,682,30.0,36.0,457,437.0,0.285,0.343,.402,0.745,97,2176,135.0,24.0,77.0,,32.0,1168.0
1935,NL,St. Louis Cardinals,36,28.4,5.38,154,5977,5457,829,1548,286,59,86,762,71.0,62.0,404,521.0,0.284,0.335,.405,0.74,95,2210,100.0,19.0,97.0,,33.0,1044.0
1935,AL,Boston Red Sox,33,28.6,4.66,154,6062,5288,718,1458,281,63,69,660,91.0,59.0,612,470.0,0.276,0.353,.392,0.745,88,2072,,21.0,137.0,,23.0,1216.0
1935,AL,Chicago White Sox,32,30.3,4.82,153,6030,5314,738,1460,262,42,74,690,46.0,28.0,580,405.0,0.275,0.348,.382,0.73,87,2028,,19.0,112.0,,27.0,1204.0
1935,AL,Cleveland Indians,29,26.3,4.97,156,6102,5534,776,1573,324,77,93,737,63.0,54.0,459,567.0,0.284,0.341,.421,0.762,94,2330,,17.0,87.0,,37.0,1147.0
1935,AL,Detroit Tigers,27,28.9,6.04,152,6183,5423,918,1573,301,83,106,841,70.0,45.0,628,453.0,0.29,0.366,.435,0.801,110,2358,,19.0,112.0,,38.0,1224.0
1935,AL,New York Yankees,27,28.4,5.49,149,5920,5214,818,1462,255,70,104,756,68.0,46.0,604,469.0,0.28,0.358,.416,0.774,104,2169,,28.0,71.0,,42.0,1160.0
1935,AL,Philadelphia Athletics,39,27.0,4.77,149,5850,5269,710,1470,243,44,112,674,43.0,35.0,477,603.0,0.279,0.341,.406,0.746,93,2137,,17.0,86.0,,23.0,1109.0
1935,AL,St. Louis Browns,34,28.1,4.63,155,6089,5365,718,1446,291,51,73,674,45.0,25.0,591,558.0,0.27,0.344,.384,0.727,85,2058,,14.0,116.0,,28.0,1196.0
1935,AL,Washington Nationals,38,28.5,5.34,154,6308,5592,823,1591,255,95,32,762,54.0,37.0,599,407.0,0.285,0.358,.381,0.739,93,2132,,37.0,74.0,,17.0,1306.0
1935,NNL2,Brooklyn Eagles,30,29.7,5.93,55,2076,1847,326,540,89,17,22,289,71.0,,181,228.0,0.292,0.357,.395,0.752,90,729,,5.0,43.0,,,
1935,NNL2,Chicago American Giants,20,29.5,5.92,48,1885,1655,284,469,65,25,34,261,33.0,,162,243.0,0.283,0.353,.415,0.767,93,686,,15.0,53.0,,,
1935,NNL2,Columbus Elite Giants,19,26.3,6.23,31,1253,1107,193,326,51,21,20,171,11.0,,107,175.0,0.294,0.36,.433,0.793,100,479,,6.0,33.0,,,
