newspaper,league,date,url
The Northwest enterprise. [volume],negro national league,1936-05-15,https://chroniclingamerica.loc.gov/lccn/sn87093377/1936-05-15/ed-1/seq-4.pdf
The Michigan chronicle. [volume],negro national league,1944-09-23,https://chroniclingamerica.loc.gov/lccn/sn83045324/1944-09-23/ed-1/seq-15.pdf
The Michigan chronicle. [volume],negro national league,1939-07-15,https://chroniclingamerica.loc.gov/lccn/sn83045324/1939-07-15/ed-1/seq-10.pdf
Henderson daily dispatch.,negro national league,1935-04-13,https://chroniclingamerica.loc.gov/lccn/sn91068401/1935-04-13/ed-1/seq-8.pdf
Minneapolis spokesman. [volume],negro national league,1948-05-07,https://chroniclingamerica.loc.gov/lccn/sn83025247/1948-05-07/ed-1/seq-4.pdf
Minneapolis spokesman. [volume],negro national league,1948-05-07,https://chroniclingamerica.loc.gov/lccn/sn83025247/1948-05-07/ed-1/seq-5.pdf
St. Paul recorder. [volume],negro national league,1948-12-31,https://chroniclingamerica.loc.gov/lccn/sn83016804/1948-12-31/ed-1/seq-1.pdf
Twin-City herald. [volume],negro national league,1938-01-08,https://chroniclingamerica.loc.gov/lccn/sn90060227/1938-01-08/ed-1/seq-2.pdf
The Washington times. [volume],negro national league,1935-04-29,https://chroniclingamerica.loc.gov/lccn/sn84026749/1935-04-29/ed-1/seq-21.pdf
The guardian. [volume],negro national league,1943-07-10,https://chroniclingamerica.loc.gov/lccn/sn83045863/1943-07-10/ed-1/seq-5.pdf
Minneapolis spokesman. [volume],negro national league,1940-08-23,https://chroniclingamerica.loc.gov/lccn/sn83025247/1940-08-23/ed-1/seq-4.pdf
St. Paul recorder. [volume],negro national league,1940-08-23,https://chroniclingamerica.loc.gov/lccn/sn83016804/1940-08-23/ed-1/seq-4.pdf
Evening star. [volume],negro national league,1942-07-27,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-07-27/ed-1/seq-11.pdf
The Indianapolis times. [volume],negro national league,1923-08-25,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-08-25/ed-1/seq-9.pdf
Evening star. [volume],negro national league,1943-05-23,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-05-23/ed-1/seq-36.pdf
Evening star. [volume],negro national league,1940-08-19,https://chroniclingamerica.loc.gov/lccn/sn83045462/1940-08-19/ed-1/seq-11.pdf
The Indianapolis times. [volume],negro national league,1923-04-30,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-04-30/ed-1/seq-6.pdf
The Detroit tribune.,negro national league,1939-08-12,https://chroniclingamerica.loc.gov/lccn/sn92063852/1939-08-12/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1942-04-25,https://chroniclingamerica.loc.gov/lccn/sn92063852/1942-04-25/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1943-04-03,https://chroniclingamerica.loc.gov/lccn/sn92063852/1943-04-03/ed-1/seq-7.pdf
Evening star. [volume],negro national league,1944-05-31,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-05-31/ed-1/seq-19.pdf
Evening star. [volume],negro national league,1948-07-14,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-07-14/ed-1/seq-21.pdf
Evening star. [volume],negro national league,1942-07-28,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-07-28/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1949-08-04,https://chroniclingamerica.loc.gov/lccn/sn83045462/1949-08-04/ed-1/seq-56.pdf
The Indianapolis times. [volume],negro national league,1922-09-22,https://chroniclingamerica.loc.gov/lccn/sn82015313/1922-09-22/ed-1/seq-12.pdf
The Indianapolis times. [volume],negro national league,1923-06-30,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-06-30/ed-1/seq-9.pdf
The Phoenix index.,negro national league,1941-04-19,https://chroniclingamerica.loc.gov/lccn/sn96060866/1941-04-19/ed-1/seq-6.pdf
The Phoenix index.,negro national league,1940-04-06,https://chroniclingamerica.loc.gov/lccn/sn96060866/1940-04-06/ed-1/seq-5.pdf
The Michigan chronicle. [volume],negro national league,1943-05-08,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-05-08/ed-1/seq-21.pdf
The Michigan chronicle. [volume],negro national league,1942-12-05,https://chroniclingamerica.loc.gov/lccn/sn83045324/1942-12-05/ed-1/seq-21.pdf
The Michigan chronicle. [volume],negro national league,1944-09-02,https://chroniclingamerica.loc.gov/lccn/sn83045324/1944-09-02/ed-1/seq-15.pdf
The Michigan chronicle. [volume],negro national league,1944-06-03,https://chroniclingamerica.loc.gov/lccn/sn83045324/1944-06-03/ed-1/seq-14.pdf
The Washington times. [volume],negro national league,1936-07-23,https://chroniclingamerica.loc.gov/lccn/sn84026749/1936-07-23/ed-1/seq-29.pdf
The Washington times. [volume],negro national league,1936-07-27,https://chroniclingamerica.loc.gov/lccn/sn84026749/1936-07-27/ed-1/seq-20.pdf
Arkansas State press. [volume],negro national league,1951-02-02,https://chroniclingamerica.loc.gov/lccn/sn84025840/1951-02-02/ed-1/seq-3.pdf
The freeman. [volume],negro national league,1912-03-30,https://chroniclingamerica.loc.gov/lccn/sn82016211/1912-03-30/ed-1/seq-7.pdf
The Washington tribune. [volume],negro national league,1934-02-22,https://chroniclingamerica.loc.gov/lccn/sn87062236/1934-02-22/ed-1/seq-12.pdf
The Indianapolis times. [volume],negro national league,1923-05-21,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-05-21/ed-1/seq-6.pdf
The Indianapolis times. [volume],negro national league,1923-05-26,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-05-26/ed-1/seq-9.pdf
Evening star. [volume],negro national league,1943-08-08,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-08-08/ed-1/seq-26.pdf
Evening star. [volume],negro national league,1945-05-20,https://chroniclingamerica.loc.gov/lccn/sn83045462/1945-05-20/ed-1/seq-17.pdf
Evening star. [volume],negro national league,1943-07-11,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-07-11/ed-1/seq-27.pdf
Evening star. [volume],negro national league,1944-08-26,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-08-26/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1943-07-17,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-07-17/ed-1/seq-16.pdf
Evening star. [volume],negro national league,1942-07-29,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-07-29/ed-1/seq-45.pdf
Evening star. [volume],negro national league,1938-04-10,https://chroniclingamerica.loc.gov/lccn/sn83045462/1938-04-10/ed-1/seq-25.pdf
Evening star. [volume],negro national league,1950-04-23,https://chroniclingamerica.loc.gov/lccn/sn83045462/1950-04-23/ed-1/seq-44.pdf
The Indianapolis times. [volume],negro national league,1925-04-25,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-04-25/ed-1/seq-3.pdf
The Indianapolis times. [volume],negro national league,1926-08-14,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-08-14/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1928-05-03,https://chroniclingamerica.loc.gov/lccn/sn82015313/1928-05-03/ed-1/seq-10.pdf
The Waterbury Democrat. [volume],negro national league,1936-09-10,https://chroniclingamerica.loc.gov/lccn/sn82014085/1936-09-10/ed-1/seq-15.pdf
The Washington times. [volume],negro national league,1934-09-17,https://chroniclingamerica.loc.gov/lccn/sn84026749/1934-09-17/ed-1/seq-20.pdf
Evening star. [volume],negro national league,1945-04-08,https://chroniclingamerica.loc.gov/lccn/sn83045462/1945-04-08/ed-1/seq-19.pdf
Evening star. [volume],negro national league,1946-07-25,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-07-25/ed-1/seq-20.pdf
Evening star. [volume],negro national league,1946-05-29,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-05-29/ed-1/seq-14.pdf
Evening star. [volume],negro national league,1948-05-11,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-05-11/ed-1/seq-18.pdf
Evening star. [volume],negro national league,1942-05-08,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-05-08/ed-1/seq-49.pdf
The Indianapolis times. [volume],negro national league,1926-06-26,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-06-26/ed-1/seq-9.pdf
The Waterbury Democrat. [volume],negro national league,1946-07-06,https://chroniclingamerica.loc.gov/lccn/sn82014085/1946-07-06/ed-1/seq-10.pdf
The Waterbury Democrat. [volume],negro national league,1945-08-17,https://chroniclingamerica.loc.gov/lccn/sn82014085/1945-08-17/ed-1/seq-12.pdf
Evening star. [volume],negro national league,1943-05-15,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-05-15/ed-1/seq-16.pdf
The Detroit tribune.,negro national league,1943-08-28,https://chroniclingamerica.loc.gov/lccn/sn92063852/1943-08-28/ed-1/seq-12.pdf
The Detroit tribune.,negro national league,1937-08-07,https://chroniclingamerica.loc.gov/lccn/sn92063852/1937-08-07/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1949-04-16,https://chroniclingamerica.loc.gov/lccn/sn92063852/1949-04-16/ed-1/seq-12.pdf
Evening star. [volume],negro national league,1943-06-01,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-06-01/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1946-06-28,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-06-28/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1948-08-12,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-08-12/ed-1/seq-52.pdf
Evening star. [volume],negro national league,1948-05-17,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-05-17/ed-1/seq-16.pdf
Evening star. [volume],negro national league,1942-05-11,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-05-11/ed-1/seq-14.pdf
Evening star. [volume],negro national league,1947-06-05,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-06-05/ed-1/seq-47.pdf
The Bismarck tribune. [volume],negro national league,1930-12-11,https://chroniclingamerica.loc.gov/lccn/sn85042243/1930-12-11/ed-1/seq-6.pdf
The Bismarck tribune. [volume],negro national league,1936-12-29,https://chroniclingamerica.loc.gov/lccn/sn85042243/1936-12-29/ed-1/seq-8.pdf
The Indianapolis times. [volume],negro national league,1931-04-29,https://chroniclingamerica.loc.gov/lccn/sn82015313/1931-04-29/ed-1/seq-14.pdf
The northwestern bulletin. [volume],negro national league,1923-06-30,https://chroniclingamerica.loc.gov/lccn/sn90060931/1923-06-30/ed-1/seq-4.pdf
Evening star. [volume],negro national league,1952-10-02,https://chroniclingamerica.loc.gov/lccn/sn83045462/1952-10-02/ed-1/seq-62.pdf
The Chicago whip.,negro national league,1921-03-19,https://chroniclingamerica.loc.gov/lccn/sn86056950/1921-03-19/ed-1/seq-7.pdf
The Chicago whip.,negro national league,1921-07-16,https://chroniclingamerica.loc.gov/lccn/sn86056950/1921-07-16/ed-1/seq-7.pdf
The Chicago whip.,negro national league,1922-12-16,https://chroniclingamerica.loc.gov/lccn/sn86056950/1922-12-16/ed-1/seq-7.pdf
The Indianapolis times. [volume],negro national league,1923-07-16,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-07-16/ed-1/seq-6.pdf
The Indianapolis times. [volume],negro national league,1923-07-07,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-07-07/ed-1/seq-9.pdf
The Phoenix index.,negro national league,1941-02-22,https://chroniclingamerica.loc.gov/lccn/sn96060866/1941-02-22/ed-1/seq-4.pdf
The Michigan chronicle. [volume],negro national league,1945-05-26,https://chroniclingamerica.loc.gov/lccn/sn83045324/1945-05-26/ed-1/seq-15.pdf
The southern news. [volume],negro national league,1946-05-25,https://chroniclingamerica.loc.gov/lccn/sn98058951/1946-05-25/ed-1/seq-5.pdf
The Waterbury Democrat. [volume],negro national league,1936-04-06,https://chroniclingamerica.loc.gov/lccn/sn82014085/1936-04-06/ed-1/seq-13.pdf
St. Paul recorder. [volume],negro national league,1946-05-24,https://chroniclingamerica.loc.gov/lccn/sn83016804/1946-05-24/ed-1/seq-6.pdf
St. Paul recorder. [volume],negro national league,1946-05-24,https://chroniclingamerica.loc.gov/lccn/sn83016804/1946-05-24/ed-1/seq-7.pdf
The Birmingham age-herald. [volume],negro national league,1923-09-22,https://chroniclingamerica.loc.gov/lccn/sn85038485/1923-09-22/ed-1/seq-14.pdf
Arkansas State press. [volume],negro national league,1951-03-23,https://chroniclingamerica.loc.gov/lccn/sn84025840/1951-03-23/ed-1/seq-3.pdf
The Washington tribune. [volume],negro national league,1925-11-14,https://chroniclingamerica.loc.gov/lccn/sn87062236/1925-11-14/ed-1/seq-6.pdf
The Indianapolis times. [volume],negro national league,1925-06-29,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-06-29/ed-1/seq-7.pdf
The Washington times. [volume],negro national league,1938-06-25,https://chroniclingamerica.loc.gov/lccn/sn84026749/1938-06-25/ed-1/seq-17.pdf
The Waterbury Democrat. [volume],negro national league,1946-07-17,https://chroniclingamerica.loc.gov/lccn/sn82014085/1946-07-17/ed-1/seq-10.pdf
Evening star. [volume],negro national league,1945-05-13,https://chroniclingamerica.loc.gov/lccn/sn83045462/1945-05-13/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1946-08-11,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-08-11/ed-1/seq-27.pdf
Evening star. [volume],negro national league,1942-08-09,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-08-09/ed-1/seq-35.pdf
Evening star. [volume],negro national league,1938-07-26,https://chroniclingamerica.loc.gov/lccn/sn83045462/1938-07-26/ed-1/seq-12.pdf
Evening star. [volume],negro national league,1947-05-02,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-05-02/ed-1/seq-42.pdf
The Indianapolis times. [volume],negro national league,1926-06-19,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-06-19/ed-1/seq-3.pdf
The Indianapolis times. [volume],negro national league,1924-07-01,https://chroniclingamerica.loc.gov/lccn/sn82015313/1924-07-01/ed-1/seq-9.pdf
The Birmingham age-herald. [volume],negro national league,1923-07-22,https://chroniclingamerica.loc.gov/lccn/sn85038485/1923-07-22/ed-1/seq-16.pdf
Evening star. [volume],negro national league,1943-08-14,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-08-14/ed-1/seq-18.pdf
Evening star. [volume],negro national league,1945-05-11,https://chroniclingamerica.loc.gov/lccn/sn83045462/1945-05-11/ed-1/seq-10.pdf
Evening star. [volume],negro national league,1943-05-20,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-05-20/ed-1/seq-20.pdf
Evening star. [volume],negro national league,1947-07-04,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-07-04/ed-1/seq-10.pdf
Evening star. [volume],negro national league,1942-06-29,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-06-29/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1940-08-17,https://chroniclingamerica.loc.gov/lccn/sn83045462/1940-08-17/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1942-04-18,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-04-18/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1948-08-25,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-08-25/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1947-05-05,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-05-05/ed-1/seq-14.pdf
The Indianapolis times. [volume],negro national league,1925-08-22,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-08-22/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1926-05-20,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-05-20/ed-1/seq-11.pdf
The Indianapolis times. [volume],negro national league,1934-08-27,https://chroniclingamerica.loc.gov/lccn/sn82015313/1934-08-27/ed-1/seq-10.pdf
The Indianapolis times. [volume],negro national league,1923-05-14,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-05-14/ed-1/seq-7.pdf
Evening star. [volume],negro national league,1945-09-04,https://chroniclingamerica.loc.gov/lccn/sn83045462/1945-09-04/ed-1/seq-10.pdf
The Indianapolis times. [volume],negro national league,1923-08-11,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-08-11/ed-1/seq-9.pdf
Detroit tribune. [volume],negro national league,1933-10-21,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-10-21/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1941-07-05,https://chroniclingamerica.loc.gov/lccn/sn92063852/1941-07-05/ed-1/seq-7.pdf
Detroit tribune. [volume],negro national league,1933-12-02,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-12-02/ed-1/seq-7.pdf
Detroit tribune. [volume],negro national league,1933-07-22,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-07-22/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1939-03-04,https://chroniclingamerica.loc.gov/lccn/sn92063852/1939-03-04/ed-1/seq-9.pdf
The tribune independent of Michigan. [volume],negro national league,1934-04-21,https://chroniclingamerica.loc.gov/lccn/sn96076588/1934-04-21/ed-1/seq-6.pdf
Evening star. [volume],negro national league,1940-07-26,https://chroniclingamerica.loc.gov/lccn/sn83045462/1940-07-26/ed-1/seq-24.pdf
Evening star. [volume],negro national league,1944-08-03,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-08-03/ed-1/seq-14.pdf
The Wilmington morning star. [volume],negro national league,1947-07-06,https://chroniclingamerica.loc.gov/lccn/sn78002169/1947-07-06/ed-1/seq-11.pdf
Evening star. [volume],negro national league,1946-06-20,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-06-20/ed-1/seq-23.pdf
Evening star. [volume],negro national league,1946-06-17,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-06-17/ed-1/seq-13.pdf
Evening star. [volume],negro national league,1947-07-18,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-07-18/ed-1/seq-12.pdf
The Key West citizen. [volume],negro national league,1951-08-06,https://chroniclingamerica.loc.gov/lccn/sn83016244/1951-08-06/ed-1/seq-3.pdf
Evening star. [volume],negro national league,1938-05-20,https://chroniclingamerica.loc.gov/lccn/sn83045462/1938-05-20/ed-1/seq-38.pdf
Evening star. [volume],negro national league,1942-06-18,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-06-18/ed-1/seq-22.pdf
Evening star. [volume],negro national league,1948-07-30,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-07-30/ed-1/seq-12.pdf
Evening star. [volume],negro national league,1946-06-14,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-06-14/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1947-05-07,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-05-07/ed-1/seq-19.pdf
New Britain herald. [microfilm reel],negro national league,1930-12-11,https://chroniclingamerica.loc.gov/lccn/sn82014519/1930-12-11/ed-1/seq-10.pdf
Jackson advocate. [volume],negro national league,1943-08-21,https://chroniclingamerica.loc.gov/lccn/sn79000083/1943-08-21/ed-1/seq-7.pdf
Jackson advocate. [volume],negro national league,1943-08-28,https://chroniclingamerica.loc.gov/lccn/sn79000083/1943-08-28/ed-1/seq-7.pdf
The Indianapolis times. [volume],negro national league,1925-06-24,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-06-24/ed-1/seq-11.pdf
The Indianapolis times. [volume],negro national league,1925-05-23,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-05-23/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1925-07-10,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-07-10/ed-1/seq-18.pdf
The Indianapolis times. [volume],negro national league,1926-08-25,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-08-25/ed-1/seq-9.pdf
The Bismarck tribune. [volume],negro national league,1934-08-13,https://chroniclingamerica.loc.gov/lccn/sn85042243/1934-08-13/ed-1/seq-6.pdf
The Mississippi enterprise.,negro national league,1943-12-11,https://chroniclingamerica.loc.gov/lccn/sn87065258/1943-12-11/ed-1/seq-1.pdf
The Indianapolis times. [volume],negro national league,1935-10-09,https://chroniclingamerica.loc.gov/lccn/sn82015313/1935-10-09/ed-1/seq-14.pdf
Sunday Chicago bee. [volume],negro national league,1942-03-01,https://chroniclingamerica.loc.gov/lccn/sn82015409/1942-03-01/ed-1/seq-10.pdf
The daily monitor leader. [volume],negro national league,1942-07-27,https://chroniclingamerica.loc.gov/lccn/sn96077289/1942-07-27/ed-1/seq-8.pdf
The Chicago whip.,negro national league,1921-06-18,https://chroniclingamerica.loc.gov/lccn/sn86056950/1921-06-18/ed-1/seq-7.pdf
The Indianapolis times. [volume],negro national league,1923-08-27,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-08-27/ed-1/seq-6.pdf
The Indianapolis times. [volume],negro national league,1922-09-28,https://chroniclingamerica.loc.gov/lccn/sn82015313/1922-09-28/ed-1/seq-8.pdf
The Indianapolis times. [volume],negro national league,1923-07-09,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-07-09/ed-1/seq-6.pdf
The Northwest enterprise. [volume],negro national league,1931-03-19,https://chroniclingamerica.loc.gov/lccn/sn87093377/1931-03-19/ed-1/seq-6.pdf
The Northwest enterprise. [volume],negro national league,1931-04-16,https://chroniclingamerica.loc.gov/lccn/sn87093377/1931-04-16/ed-1/seq-6.pdf
The Phoenix index.,negro national league,1939-08-12,https://chroniclingamerica.loc.gov/lccn/sn96060866/1939-08-12/ed-1/seq-4.pdf
Detroit evening times.,negro national league,1941-05-14,https://chroniclingamerica.loc.gov/lccn/sn88063294/1941-05-14/ed-1/seq-19.pdf
Detroit evening times.,negro national league,1942-06-07,https://chroniclingamerica.loc.gov/lccn/sn88063294/1942-06-07/ed-1/seq-14.pdf
The Michigan chronicle. [volume],negro national league,1943-08-28,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-08-28/ed-1/seq-19.pdf
The Michigan chronicle. [volume],negro national league,1943-05-29,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-05-29/ed-1/seq-21.pdf
The Michigan chronicle. [volume],negro national league,1943-05-22,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-05-22/ed-1/seq-20.pdf
The Michigan chronicle. [volume],negro national league,1943-12-25,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-12-25/ed-1/seq-15.pdf
The Michigan chronicle. [volume],negro national league,1945-06-16,https://chroniclingamerica.loc.gov/lccn/sn83045324/1945-06-16/ed-1/seq-16.pdf
Evening star. [volume],negro national league,1962-09-25,https://chroniclingamerica.loc.gov/lccn/sn83045462/1962-09-25/ed-1/seq-19.pdf
Imperial Valley press.,negro national league,1940-08-13,https://chroniclingamerica.loc.gov/lccn/sn92070146/1940-08-13/ed-1/seq-2.pdf
St. Paul recorder. [volume],negro national league,1942-07-31,https://chroniclingamerica.loc.gov/lccn/sn83016804/1942-07-31/ed-1/seq-1.pdf
Evening star. [volume],negro national league,1963-02-14,https://chroniclingamerica.loc.gov/lccn/sn83045462/1963-02-14/ed-1/seq-29.pdf
The Waterbury Democrat. [volume],negro national league,1942-07-21,https://chroniclingamerica.loc.gov/lccn/sn82014085/1942-07-21/ed-1/seq-15.pdf
The Washington times. [volume],negro national league,1936-08-15,https://chroniclingamerica.loc.gov/lccn/sn84026749/1936-08-15/ed-1/seq-15.pdf
The Washington times. [volume],negro national league,1935-09-21,https://chroniclingamerica.loc.gov/lccn/sn84026749/1935-09-21/ed-1/seq-20.pdf
The Washington times. [volume],negro national league,1935-07-09,https://chroniclingamerica.loc.gov/lccn/sn84026749/1935-07-09/ed-1/seq-21.pdf
The Washington times. [volume],negro national league,1936-05-06,https://chroniclingamerica.loc.gov/lccn/sn84026749/1936-05-06/ed-1/seq-37.pdf
Evening star. [volume],negro national league,1946-06-24,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-06-24/ed-1/seq-11.pdf
Evening star. [volume],negro national league,1945-05-31,https://chroniclingamerica.loc.gov/lccn/sn83045462/1945-05-31/ed-1/seq-14.pdf
Evening star. [volume],negro national league,1938-05-22,https://chroniclingamerica.loc.gov/lccn/sn83045462/1938-05-22/ed-1/seq-26.pdf
Evening star. [volume],negro national league,1943-07-12,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-07-12/ed-1/seq-13.pdf
Evening star. [volume],negro national league,1944-09-02,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-09-02/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1943-05-16,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-05-16/ed-1/seq-37.pdf
Evening star. [volume],negro national league,1945-06-15,https://chroniclingamerica.loc.gov/lccn/sn83045462/1945-06-15/ed-1/seq-10.pdf
Evening star. [volume],negro national league,1944-07-29,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-07-29/ed-1/seq-10.pdf
Evening star. [volume],negro national league,1943-09-20,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-09-20/ed-1/seq-12.pdf
Evening star. [volume],negro national league,1942-06-14,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-06-14/ed-1/seq-37.pdf
Evening star. [volume],negro national league,1948-08-11,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-08-11/ed-1/seq-16.pdf
Evening star. [volume],negro national league,1947-09-01,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-09-01/ed-1/seq-12.pdf
Evening star. [volume],negro national league,1942-08-17,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-08-17/ed-1/seq-13.pdf
Evening star. [volume],negro national league,1942-07-23,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-07-23/ed-1/seq-23.pdf
Evening star. [volume],negro national league,1946-05-16,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-05-16/ed-1/seq-19.pdf
The Indianapolis times. [volume],negro national league,1926-04-20,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-04-20/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1926-05-17,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-05-17/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1926-08-30,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-08-30/ed-1/seq-9.pdf
The Chronicle-star combined with the Moss Point advertiser.,negro national league,1949-09-23,https://chroniclingamerica.loc.gov/lccn/sn87065528/1949-09-23/ed-1/seq-8.pdf
The Waterbury Democrat. [volume],negro national league,1946-06-15,https://chroniclingamerica.loc.gov/lccn/sn82014085/1946-06-15/ed-1/seq-9.pdf
The Washington times. [volume],negro national league,1936-07-25,https://chroniclingamerica.loc.gov/lccn/sn84026749/1936-07-25/ed-1/seq-17.pdf
Evening star. [volume],negro national league,1944-05-26,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-05-26/ed-1/seq-11.pdf
The Michigan chronicle. [volume],negro national league,1945-09-15,https://chroniclingamerica.loc.gov/lccn/sn83045324/1945-09-15/ed-1/seq-16.pdf
The Washington times. [volume],negro national league,1935-08-28,https://chroniclingamerica.loc.gov/lccn/sn84026749/1935-08-28/ed-1/seq-18.pdf
Detroit tribune. [volume],negro national league,1933-10-07,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-10-07/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1937-07-24,https://chroniclingamerica.loc.gov/lccn/sn92063852/1937-07-24/ed-1/seq-7.pdf
Detroit tribune. [volume],negro national league,1933-07-29,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-07-29/ed-1/seq-7.pdf
The tribune independent of Michigan. [volume],negro national league,1934-02-24,https://chroniclingamerica.loc.gov/lccn/sn96076588/1934-02-24/ed-1/seq-6.pdf
